sample,pop,leaf_length,leaf_width,upper_leaf_angle,leaf_angle_boxcox_transformed
Z007E0056,7,712.8252,89.3873,74.2592,16472507.63
Z007E0058,7,760.6928,91.006,61.099,7274004.535
Z007E0059,7,701.3153,94.354,64.8986,9366224.603
Z007E0060,7,806.1586,93.5363,60.5069,6983159.36
Z007E0061,7,765.4249,96.8295,69.4507,12443210.45
Z007E0062,7,784.6121,101.3272,71.0098,13656326.89
Z007E0063,7,771.9124,106.4591,68.7062,11893753.04
Z007E0064,7,843.5538,96.2801,74.2262,16441855.5
Z007E0065,7,773.985,95.6572,65.473,9718527.784
Z007E0066,7,824.0168,104.0024,70.6378,13359041.74
Z007E0067,7,786.8348,94.3895,75.1431,17309838.08
Z007E0068,7,828.524,104.9409,64.2261,8966203.352
Z007E0069,7,761.8169,88.3023,72.6981,15069365.15
Z007E0070,7,730.5095,99.3742,75.1791,17344614.38
Z007E0071,7,849.5771,104.6358,71.0086,13655359.88
Z007E0072,7,760.915,89.6744,70.4422,13204717.75
Z007E0073,7,763.7818,83.3783,64.8452,9333973.426
Z007E0074,7,762.3247,89.893,69.5869,12545784.26
Z007E0075,7,664.4688,88.1945,75.6091,17764124.03
Z007E0076,7,773.2195,102.8012,67.236,10863130.16
Z007E0077,7,743.6605,85.1287,70.2606,13062658.04
Z007E0078,7,766.2537,110.7201,68.5208,11759844.55
Z007E0079,7,697.9292,88.3041,59.3302,6431503.397
Z007E0080,7,710.1156,99.3831,67.7174,11192786.93
Z007E0081,7,776.1519,106.9679,65.8698,9967729.948
Z007E0082,7,787.9344,88.6055,62.9022,8216830.332
Z007E0083,7,715.7322,87.7591,70.4068,13176933.64
Z007E0084,7,801.5599,105.1523,68.5616,11789214.08
Z007E0085,7,782.2913,103.717,61.7484,7603503.971
Z007E0086,7,768.2258,97.6845,71.2035,13813102.94
Z007E0087,7,847.7838,95.2708,75.1367,17303661.18
Z007E0088,7,756.4293,83.2052,72.5072,14904243.71
Z007E0089,7,836.7246,116.1714,62.9337,8234086.37
Z007E0090,7,798.9024,89.0229,70.8486,13526891.54
Z007E0091,7,852.6022,114.4913,71.6861,14209669.03
Z007E0092,7,760.5789,107.0018,68.5858,11806660.6
Z007E0093,7,780.5647,90.6703,68.2355,11556027.37
Z007E0094,7,798.5663,90.9287,67.7414,11209418.75
Z007E0095,7,695.4873,101.2509,48.5836,2783893.418
Z007E0096,7,781.4161,102.4684,71.7395,14254076.03
Z007E0097,7,840.452,108.1441,71.2366,13840029.76
Z007E0098,7,808.3691,87.1654,66.5263,10390680.5
Z007E0099,7,683.766,88.0976,70.96,13616239.83
Z007E0100,7,727.8825,100.7817,71.134,13756694.56
Z007E0101,7,775.3777,104.2579,75.6921,17845980.56
Z007E0102,7,702.6527,86.3559,67.1216,10785889.6
Z007E0103,7,825.5741,105.184,67.1143,10780975.02
Z007E0104,7,693.4901,98.1401,68.5594,11787629
Z007E0105,7,782.2047,102.6616,69.5186,12494266.59
Z007E0106,7,714.1895,104.6013,69.2886,12321964.64
Z007E0107,7,690.3906,94.4889,68.6674,11865633.48
Z007E0108,7,761.9889,116.8563,73.7159,15973366.5
Z007E0109,7,727.0729,89.5307,63.3202,8448069.5
Z007E0110,7,734.1245,104.9967,77.1847,19367651.01
Z007E0111,7,793.7027,109.7566,72.9476,15287268.85
Z007E0112,7,831.1284,97.3045,68.9094,12041848
Z007E0114,7,751.6933,98.6883,72.4681,14870594.33
Z007E0115,7,737.6468,85.7443,65.7345,9882217.435
Z007E0116,7,697.3479,87.5658,75.4569,17614763.86
Z007E0117,7,784.5121,89.2046,71.2506,13851430.77
Z007E0118,7,782.2323,81.6406,69.7418,12663222.28
Z007E0119,7,776.6735,105.5339,62.6985,8105905.002
Z007E0120,7,814.7236,90.2425,62.3137,7899475.817
Z007E0121,7,852.3906,94.4245,67.6596,11152809.07
Z007E0122,7,806.4491,101.7129,71.0947,13724875.18
Z007E0123,7,765.0791,108.3853,71.6585,14186758.43
Z007E0124,7,684.1099,100.85,72.6097,14992730.21
Z007E0125,7,774.8915,104.0951,63.5879,8598742.93
Z007E0126,7,807.4063,104.1817,72.3572,14775468.63
Z007E0127,7,746.728,91.3976,69.4971,12478082.85
Z007E0128,7,721.6699,99.394,66.9039,10640058.6
Z007E0129,7,712.929,103.0545,68.1933,11526109.74
Z007E0130,7,823.6105,98.4505,71.8958,14384661.22
Z007E0131,7,752.0036,106.3731,74.5268,16722678.37
Z007E0132,7,739.2871,87.039,74.2767,16488780.19
Z007E0133,7,797.2865,124.7955,71.5724,14115467.99
Z007E0134,7,744.4755,106.7107,67.679,11166215.1
Z007E0135,7,827.0216,89.113,70.742,13441811.71
Z007E0136,7,791.9998,100.5138,70.554,13292758.25
Z007E0137,7,781.7325,96.3555,74.3544,16561178.21
Z007E0138,7,731.1057,98.2166,67.7639,11225028.17
Z007E0139,7,807.5632,98.9368,63.6532,8635805.042
Z007E0140,7,754.2544,97.7915,70.6328,13355079.83
Z007E0141,7,788.2352,95.701,66.0147,10059933.39
Z007E0142,7,790.1214,82.9547,74.7183,16903473.63
Z007E0143,7,851.6393,92.9648,74.8005,16981533.53
Z007E0144,7,705.3201,92.4206,75.512,17668724.91
Z007E0145,7,763.5091,91.9144,69.7903,12700164.22
Z007E0146,7,782.0699,93.268,70.2411,13047473.3
Z007E0147,7,779.9448,96.883,61.0978,7273405.914
Z007E0148,7,846.1192,104.3537,67.7903,11243364.31
Z007E0149,7,763.6542,102.8125,73.1759,15488751.46
Z007E0150,7,755.9824,101.9628,67.5217,11057868.44
Z007E0151,7,781.6669,97.3108,69.8935,12779043.58
Z007E0152,7,805.8552,97.7891,73.7084,15966557.7
Z007E0153,7,795.2152,105.5477,66.8849,10627402.66
Z007E0154,7,751.3612,95.958,66.7537,10540322.56
Z007E0155,7,743.5651,87.1572,72.9607,15298775.78
Z007E0156,7,750.9369,97.8961,57.1037,5479047.516
Z007E0157,7,773.6547,93.2415,70.0817,12923851.18
Z007E0158,7,756.0387,109.5952,63.6912,8657428.486
Z007E0159,7,774.5989,102.2513,72.1799,14624350.85
Z007E0160,7,767.5554,99.9966,66.3433,10271435.32
Z007E0161,7,802.077,103.6178,67.025,10720993.47
Z007E0162,7,804.5008,103.4434,70.7889,13479193.3
Z007E0163,7,816.1663,93.841,64.5397,9151087.506
Z007E0164,7,769.7792,90.2141,74.4293,16631196.15
Z007E0165,7,788.654,89.2803,64.6997,9246526.976
Z007E0166,7,774.7046,106.2621,69.144,12214569.25
Z007E0167,7,797.0401,103.1537,74.0983,16323465.39
Z007E0168,7,771.5707,96.5563,67.2528,10874508.54
Z007E0169,7,684.2438,89.8584,71.0246,13668257.61
Z007E0170,7,833.6315,93.7325,66.701,10505497.86
Z007E0171,7,792.0542,90.5288,68.5445,11776898
Z007E0172,7,733.1349,106.7718,68.8013,11962889.55
Z007E0173,7,826.4213,115.726,73.4451,15728920.17
Z007E0174,7,728.272,107.9892,68.6554,11856946.96
Z007E0175,7,779.4136,104.0256,59.9166,6702097.428
Z007E0176,7,818.2075,97.9109,75.3744,17534203.86
Z007E0177,7,764.4286,77.1515,64.3481,9037787.647
Z007E0178,7,699.2809,90.0058,70.5655,13301839.58
Z007E0179,7,756.066,97.8036,72.0848,14543780.89
Z007E0180,7,722.384,96.0816,67.1112,10778888.52
Z007E0181,7,810.7471,90.3604,71.0482,13687298.7
Z007E0182,7,730.7025,81.3712,69.2643,12303866.8
Z007E0183,7,744.8335,98.8269,72.078,14538032.82
Z007E0184,7,699.5157,83.0483,61.8833,7673352.681
Z007E0185,7,736.2715,102.3675,72.0604,14523163.48
Z007E0186,7,743.2851,102.1969,62.9851,8262303.067
Z007E0187,7,740.4943,101.5142,72.4309,14838633.81
Z007E0188,7,685.3128,86.3073,67.1244,10787775.1
Z007E0189,7,721.324,111.6442,71.2749,13871236.63
Z007E0191,7,718.8469,105.7256,65.8099,9929802.654
Z007E0192,7,707.1022,85.2567,69.6471,12591326.16
Z007E0193,7,737.0428,103.9703,70.6711,13385450.87
Z007E0194,7,826.0811,100.0135,66.0557,10086140.17
Z007E0195,7,794.9469,95.4935,69.9685,12836602.32
Z007E0196,7,797.2643,95.9719,62.0745,7773188.11
Z007E0197,7,743.9242,86.9421,65.439,9697397.637
Z007E0198,7,754.4449,90.1114,63.4425,8516653.791
Z007E0199,7,693.1689,96.6177,72.0397,14505689.94
Z007E0200,7,767.2211,98.1367,67.9692,11368221.08
Z008E0001,8,817.7292,94.8086,66.1388,10139416.26
Z008E0002,8,833.3366,95.2761,75.0235,17194684.49
Z008E0003,8,845.7836,86.03,64.9368,9389347.672
Z008E0004,8,847.9065,100.2958,51.9684,3691623.794
Z008E0005,8,819.0799,94.8759,74.9488,17123058.15
Z008E0006,8,767.1646,93.5683,74.7538,16937152.04
Z008E0007,8,796.5208,88.7706,64.4805,9115965.678
Z008E0008,8,836.0489,94.0204,56.7496,5338081.552
Z008E0009,8,821.9349,98.5437,70.5504,13289916.37
Z008E0010,8,815.5718,84.6294,71.4896,14047167.52
Z008E0011,8,845.6688,86.3502,77.0634,19240428.84
Z008E0012,8,889.447,83.0734,74.6718,16859436.82
Z008E0013,8,805.9446,89.4512,76.0809,18233254.66
Z008E0014,8,825.9905,89.0495,73.2095,15518574.43
Z008E0015,8,825.7634,79.1279,70.9296,13591813.09
Z008E0016,8,807.8112,87.468,70.4972,13247973.6
Z008E0017,8,775.5539,90.8075,62.0404,7755310.689
Z008E0018,8,868.6553,91.9964,71.3981,13971983.53
Z008E0019,8,821.1527,98.0115,67.2992,10905981.7
Z008E0020,8,739.7439,100.9706,70.4047,13175286.83
Z008E0021,8,815.5585,93.921,62.1148,7794356.404
Z008E0022,8,784.1161,89.8757,57.2842,5551985.283
Z008E0023,8,863.6901,91.8575,71.5336,14083431.05
Z008E0024,8,669.8643,87.5374,43.1937,1700814.525
Z008E0025,8,780.6264,88.6886,81.0262,23739315.52
Z008E0026,8,856.6086,89.413,69.2212,12271817.14
Z008E0027,8,822.5275,87.4135,68.9791,12092968.28
Z008E0028,8,885.1146,98.609,69.5644,12528795.02
Z008E0029,8,844.4755,98.4722,75.4348,17593155.97
Z008E0030,8,842.424,95.029,69.6072,12561127.37
Z008E0031,8,800.4485,93.841,68.4964,11742307.06
Z008E0032,8,747.9509,88.0874,68.8595,12005350.88
Z008E0033,8,841.8954,93.4794,73.2207,15528525.12
Z008E0034,8,674.008,83.6753,67.5417,11071599.64
Z008E0035,8,808.1556,87.0751,68.3375,11628584.31
Z008E0036,8,927.7992,99.0825,75.887,18039324.39
Z008E0037,8,852.0179,88.0444,67.6494,11145765.45
Z008E0038,8,817.5893,87.564,75.8256,17978243.43
Z008E0039,8,791.5467,83.3037,72.2207,14659021.11
Z008E0040,8,880.0604,97.0311,53.334,4115478.86
Z008E0041,8,897.7974,93.6704,62.7237,8119565.56
Z008E0042,8,818.4708,90.6245,69.4334,12430227.47
Z008E0044,8,842.3301,87.1834,74.3458,16553153.16
Z008E0045,8,807.7309,91.0074,70.6422,13362528.96
Z008E0046,8,656.6871,75.7222,49.6386,3046122.759
Z008E0047,8,883.7671,85.0045,77.0739,19251416.25
Z008E0048,8,830.4863,83.5206,76.8377,19005403.91
Z008E0049,8,729.4225,78.9818,56.1875,5120002.061
Z008E0050,8,920.3937,93.8968,68.8837,12023040.35
Z008E0051,8,817.1904,93.085,59.3283,6430640.392
Z008E0052,8,830.3583,85.3315,68.6175,11829543.84
Z008E0053,8,766.2034,80.0083,70.1587,12983456.39
Z008E0054,8,827.8294,103.8542,67.5841,11100752.7
Z008E0055,8,740.5368,95.1848,72.7518,15116063.66
Z008E0056,8,885.3579,91.7133,73.6871,15947232.72
Z008E0057,8,771.2712,85.8815,58.5592,6088478.27
Z008E0058,8,870.8172,90.6164,74.1853,16403925.72
Z008E0059,8,799.9058,86.4088,73.8238,16071567.47
Z008E0060,8,821.9716,83.0842,51.2871,3493027.255
Z008E0061,8,757.2661,94.9409,75.0913,17259892.02
Z008E0062,8,913.3483,77.8854,72.4038,14815383.68
Z008E0063,8,806.736,88.5656,70.9748,13628143.88
Z008E0064,8,818.6424,81.8951,52.1729,3752878.845
Z008E0065,8,736.0484,80.8373,67.1967,10836548.27
Z008E0066,8,828.7778,104.0086,71.8452,14342286.76
Z008E0067,8,860.3678,84.3556,62.5484,8024900.074
Z008E0068,8,746.6372,94.3702,73.6583,15921131.51
Z008E0069,8,812.4547,95.8086,71.9357,14418142.23
Z008E0070,8,811.0695,89.3117,66.1219,10128564.22
Z008E0071,8,839.9667,98.2255,58.8988,6237806.658
Z008E0072,8,831.5821,89.2537,68.8063,11966532.93
Z008E0073,8,769.6621,89.9506,71.2101,13818468.85
Z008E0074,8,768.891,95.002,69.2716,12309301.47
Z008E0075,8,860.2601,93.8226,63.3632,8472135.24
Z008E0076,8,795.0616,95.2918,72.6646,15040288.62
Z008E0077,8,840.3841,92.9518,77.3456,19537393.61
Z008E0078,8,901.2149,86.066,71.519,14071390.26
Z008E0079,8,813.8009,88.7423,72.7588,15122159.1
Z008E0080,8,816.8578,89.2129,71.3901,13965424.67
Z008E0081,8,813.5249,81.3076,66.4714,10354796.87
Z008E0082,8,808.2191,88.5523,73.0165,15347863.95
Z008E0083,8,845.6945,98.1344,79.4972,21917911.15
Z008E0084,8,777.6326,80.7902,68.3204,11616396.22
Z008E0085,8,831.6837,96.7274,76.8238,18991001.43
Z008E0086,8,833.2111,92.3641,58.6827,6142464.939
Z008E0087,8,812.6057,84.0873,57.9451,5825374.002
Z008E0088,8,815.4886,96.6899,77.31,19499739.94
Z008E0090,8,759.6783,86.357,72.0519,14515986.42
Z008E0091,8,782.3568,88.1015,73.2279,15534924.56
Z008E0092,8,834.3409,91.6891,76.2245,18377897.03
Z008E0093,8,850.5565,96.4666,70.8997,13567820.66
Z008E0094,8,782.8658,91.1107,67.6866,11171470.29
Z008E0095,8,749.2146,82.9721,56.2914,5159791.882
Z008E0096,8,795.2489,88.3198,69.2844,12318835.17
Z008E0097,8,771.3502,93.6065,77.0091,19183684.39
Z008E0098,8,881.7169,94.2726,79.594,22029961
Z008E0099,8,881.7309,92.1624,71.6151,14150789.23
Z008E0100,8,794.4168,87.3023,66.8901,10630865.25
Z008E0101,8,837.0011,83.8704,70.2757,13074425.71
Z008E0102,8,822.2727,89.7484,57.7225,5732174.111
Z008E0103,8,748.1741,94.1025,66.5387,10398798.45
Z008E0104,8,844.8132,92.6866,69.3875,12395831.27
Z008E0105,8,838.7952,94.6596,55.8317,4985511.189
Z008E0106,8,871.7526,93.7858,69.3491,12367111.08
Z008E0107,8,767.9182,92.0991,73.5093,15786612.99
Z008E0108,8,819.9413,86.3205,73.0456,15373511.22
Z008E0109,8,710.0195,85.4112,69.8438,12741009.72
Z008E0110,8,825.441,88.3927,63.9995,8834390.637
Z008E0111,8,819.1701,83.2261,69.2585,12299550.15
Z008E0112,8,877.618,90.9833,71.8335,14332502.26
Z008E0113,8,707.2143,90.6003,66.3916,10302806.49
Z008E0114,8,814.1388,81.9641,68.9721,12087826.8
Z008E0115,8,784.1755,90.8222,62.7322,8124177.239
Z008E0116,8,808.1697,82.3681,68.5127,11754020.47
Z008E0117,8,897.2483,83.3976,71.3784,13955836.54
Z008E0118,8,805.6926,88.7128,66.1038,10116951.42
Z008E0119,8,764.9936,88.5229,60.9195,7184876.691
Z008E0120,8,936.5002,88.7097,71.8357,14334341.69
Z008E0121,8,792.6342,96.5889,59.0177,6290742.614
Z008E0122,8,873.4851,108.8081,65.3636,9650663.229
Z008E0123,8,835.4626,86.5978,74.0049,16237420.95
Z008E0124,8,734.4619,96.7154,68.4693,11722852.3
Z008E0125,8,712.0174,88.5245,60.0721,6775284.892
Z008E0126,8,804.8546,92.9376,74.0786,16305288.01
Z008E0127,8,807.8949,81.7077,69.8172,12720689.01
Z008E0128,8,818.334,95.0987,74.3499,16556978.69
Z008E0129,8,768.9069,91.4859,75.1549,17321231.12
Z008E0130,8,736.38,82.1838,65.8749,9970964.237
Z008E0131,8,781.2926,92.3791,75.2891,17451204.97
Z008E0132,8,801.4033,95.6726,71.615,14150706.43
Z008E0133,8,730.704,79.8906,74.1613,16381699.68
Z008E0134,8,840.9291,93.249,68.8615,12006812.06
Z008E0135,8,911.9398,93.6296,73.1596,15474299.5
Z008E0136,8,795.7738,98.6555,71.4827,14041487.2
Z008E0137,8,750.8751,85.528,59.4525,6487239.437
Z008E0139,8,777.895,95.9168,72.5807,14967654.55
Z008E0140,8,877.0372,100.246,69.9119,12793146.43
Z008E0141,8,783.2799,88.9055,69.8881,12774906.95
Z008E0142,8,770.3743,88.107,64.7062,9250420.155
Z008E0144,8,801.8238,91.6738,38.5624,1057445.578
Z008E0145,8,813.1064,88.096,68.5977,11815246.88
Z008E0146,8,776.3151,87.0994,67.9795,11375441.59
Z008E0147,8,894.0888,89.143,71.3442,13927838.46
Z008E0148,8,901.9338,92.1439,60.3224,6894366.976
Z008E0149,8,819.3024,96.3497,59.6024,6556054.414
Z008E0150,8,717.3545,75.8932,60.9578,7203823.776
Z008E0151,8,928.8998,94.26,73.2375,15543460.28
Z008E0152,8,782.6977,88.8956,73.49,15769252.29
Z008E0153,8,866.0822,87.0078,81.115,23848524.91
Z008E0154,8,784.675,86.5963,66.5941,10435126.37
Z008E0155,8,829.6131,82.1184,67.7866,11240793.1
Z008E0156,8,815.5741,92.3617,61.2676,7358484.45
Z008E0157,8,805.8577,91.8512,74.1802,16399200.77
Z008E0158,8,864.8661,96.0395,50.1855,3189245.227
Z008E0159,8,802.2574,85.5798,74.645,16834096.17
Z008E0160,8,756.8885,81.3995,43.1343,1691035.053
Z008E0161,8,795.7347,82.6199,44.8892,1998595.433
Z008E0162,8,800.79,90.1384,57.1002,5477640.459
Z008E0163,8,840.669,96.2566,78.027,20268831.94
Z008E0164,8,836.9467,87.8133,54.2288,4412643.12
Z008E0165,8,826.1475,92.5715,76.1178,18270339.47
Z008E0166,8,876.1335,88.8829,58.3813,6011347.14
Z008E0167,8,829.414,87.5044,62.5126,8005671.147
Z008E0168,8,879.8753,90.991,68.8652,12009515.62
Z008E0169,8,830.5045,88.8095,66.4357,10331513.38
Z008E0170,8,821.2805,95.6568,74.7485,16932120.76
Z008E0171,8,805.0703,96.1167,75.3695,17529427.92
Z008E0172,8,839.1681,86.0028,70.0918,12931657.63
Z008E0173,8,770.5073,86.4455,71.861,14355508.09
Z008E0174,8,848.1243,85.7071,69.2761,12312652.52
Z008E0175,8,790.5828,88.9929,62.6036,8054618.033
Z008E0176,8,844.2109,87.9583,80.1413,22671710.13
Z008E0177,8,820.5075,90.9183,64.9418,9392377.466
Z008E0178,8,776.6599,80.2093,78.0099,20250225.08
Z008E0179,8,788.7407,96.9425,74.8544,17032867.58
Z008E0180,8,927.8154,98.0226,70.8706,13544501.15
Z008E0181,8,741.5921,87.1216,74.2507,16464608.23
Z008E0182,8,911.7315,76.9855,64.2408,8974805.72
Z008E0183,8,739.766,87.8856,59.4195,6472164.194
Z008E0184,8,759.5182,80.1058,71.6363,14168350.75
Z008E0185,8,802.3768,89.5051,72.7167,15085527.61
Z008E0186,8,759.0912,92.3569,67.1073,10776264.01
Z008E0187,8,772.7993,89.9899,65.7374,9884044.418
Z008E0188,8,827.9807,104.5903,71.2538,13854037.71
Z008E0189,8,742.5474,80.6563,50.1173,3171123.58
Z008E0190,8,840.4827,87.7973,55.6587,4921098.262
Z008E0191,8,760.7156,91.8675,53.9781,4327790.621
Z008E0192,8,851.0789,83.1911,73.1591,15473856.35
Z008E0193,8,824.5534,83.0584,70.9762,13629270.35
Z008E0194,8,873.1059,81.6796,69.7216,12647860.31
Z008E0195,8,861.6995,87.693,67.8375,11276203.94
Z008E0196,8,724.8406,85.3219,63.1315,8343074.815
Z008E0197,8,844.7509,91.4116,60.3745,6919352.988
Z008E0198,8,871.4292,89.6855,73.83,16077224.09
Z008E0199,8,815.4263,89.6003,76,18152150.06
Z008E0200,8,846.9435,100.2274,73.3352,15630532.16
Z009E0001,9,842.3289,102.2775,68.8811,12021138.88
Z009E0002,9,781.9254,112.4189,74.535,16730389.69
Z009E0003,9,841.7429,94.2753,65.2318,9569383.051
Z009E0004,9,772.81,114.0031,65.3011,9612054.644
Z009E0005,9,890.364,98.931,73.6184,15885024.21
Z009E0007,9,830.4833,102.6274,69.4753,12461689.58
Z009E0008,9,717.6223,102.6079,68.5839,11805290.12
Z009E0009,9,750.9024,106.8904,73.4115,15698789.87
Z009E0010,9,761.0842,107.9659,58.9404,6256288.839
Z009E0012,9,843.5017,93.3761,65.8821,9975531.653
Z009E0013,9,696.9962,100.2285,57.2256,5528225.226
Z009E0014,9,789.7511,110.5424,63.225,8394974.256
Z009E0015,9,813.1393,89.1241,66.4165,10319007.67
Z009E0016,9,799.9082,106.3706,58.9091,6242378.898
Z009E0017,9,772.7257,101.854,65.4106,9679774.575
Z009E0018,9,807.4377,101.2642,63.1307,8342631.813
Z009E0019,9,720.5965,96.2635,50.7285,3336356.074
Z009E0020,9,813.3395,104.6326,56.4318,5213933.341
Z009E0021,9,859.7036,97.3796,64.094,8889180.445
Z009E0022,9,804.9177,111.279,74.8782,17055572.12
Z009E0023,9,814.3755,95.3059,65.5105,9741873.726
Z009E0024,9,818.4842,100.1506,68.7015,11890344.11
Z009E0025,9,876.9309,107.2127,65.8888,9979783.317
Z009E0026,9,858.3722,91.8037,57.2449,5536042.07
Z009E0027,9,816.7832,92.1348,66.3721,10290132.34
Z009E0028,9,795.3845,97.6919,68.4167,11685161.44
Z009E0029,9,877.2573,100.6066,65.8352,9945808.601
Z009E0030,9,896.3747,104.6592,55.2305,4764391.266
Z009E0031,9,757.1582,101.8749,65.8553,9958538.783
Z009E0032,9,748.027,102.551,59.028,6295344.363
Z009E0033,9,838.8043,116.2396,67.1077,10776533.17
Z009E0034,9,738.9411,91.5801,62.4874,7992156.753
Z009E0035,9,780.424,92.9872,60.8284,7139961.792
Z009E0036,9,835.7977,102.8507,66.6363,10462863.31
Z009E0037,9,889.1142,113.7819,67.2848,10896206.76
Z009E0038,9,875.3107,93.3826,69.3757,12387000.4
Z009E0039,9,781.3768,100.543,70.0948,12933977.07
Z009E0040,9,821.6248,100.7647,72.8063,15163570.44
Z009E0041,9,843.6755,97.6234,72.2433,14678252.63
Z009E0042,9,779.1499,96.4063,61.8507,7656428.429
Z009E0043,9,888.8144,109.1393,62.8346,8179891.28
Z009E0044,9,875.9384,108.637,65.6189,9809599.22
Z009E0045,9,808.8693,110.0616,62.2484,7864846.253
Z009E0047,9,808.4982,108.6306,47.5628,2546880.01
Z009E0048,9,826.8244,106.469,70.0711,12915662.13
Z009E0049,9,777.0975,95.5013,66.7811,10558463.45
Z009E0050,9,824.481,106.3905,72.0673,14528991.55
Z009E0051,9,835.0275,103.9922,70.1775,12998041.09
Z009E0052,9,787.6094,98.6348,66.953,10672817.37
Z009E0053,9,836.5874,93.5228,68.4181,11686163.42
Z009E0054,9,887.4016,94.5241,74.6069,16798120.77
Z009E0055,9,762.3167,100.4805,59.6558,6580702.649
Z009E0056,9,861.4005,96.9917,54.1596,4389096.1
Z009E0057,9,834.327,96.5668,61.7916,7625819.212
Z009E0058,9,779.1316,100.5527,66.3673,10287014.37
Z009E0059,9,710.459,97.1867,64.7744,9291343.883
Z009E0060,9,794.2753,122.8278,67.9171,11331751.38
Z009E0061,9,801.2551,92.3445,69.056,12149560.81
Z009E0062,9,896.045,90.6991,73.1681,15481834.52
Z009E0063,9,776.1687,99.7983,60.5538,7005868.567
Z009E0064,9,789.8485,96.9835,72.2456,14680210.9
Z009E0065,9,871.4132,96.3311,71.5065,14061087.59
Z009E0066,9,865.3322,100.531,73.3285,15624549.18
Z009E0067,9,801.5683,102.4889,44.5018,1927309.192
Z009E0068,9,804.6347,104.5433,73.9287,16167478.1
Z009E0069,9,765.2678,102.9416,57.4787,5631405.274
Z009E0070,9,792.2473,107.7073,61.332,7390949.542
Z009E0071,9,751.7956,100.8783,60.6356,7045611.029
Z009E0072,9,791.3027,92.083,73.2033,15513068.09
Z009E0073,9,723.2597,102.8268,73.9291,16167844.66
Z009E0074,9,719.9446,84.2416,68.3041,11604787.39
Z009E0075,9,889.9537,98.7189,76.2019,18355075.26
Z009E0076,9,802.64,97.815,59.6741,6589165.727
Z009E0077,9,840.3665,95.0115,,
Z009E0078,9,839.6922,105.463,72.5446,14936484.29
Z009E0079,9,858.862,98.9653,68.5285,11765383.06
Z009E0080,9,836.8061,94.722,66.0921,10109450.21
Z009E0082,9,785.8363,104.2084,52.3489,3806214.032
Z009E0083,9,775.7183,105.5366,65.8648,9964559.851
Z009E0084,9,809.4137,95.0809,66.7742,10553892.88
Z009E0085,9,731.9709,86.9451,46.6012,2337971.47
Z009E0086,9,726.6902,98.1445,69.1574,12224491.44
Z009E0087,9,780.6083,105.0061,60.2947,6881110.669
Z009E0088,9,759.3239,112.0506,68.4191,11686879.16
Z009E0089,9,869.4629,84.5973,59.0566,6308135.473
Z009E0090,9,772.9302,103.4044,56.9241,5407199.799
Z009E0091,9,843.9022,93.3148,70.8354,13516334.15
Z009E0092,9,813.1067,99.3811,64.6502,9216919.822
Z009E0093,9,831.989,93.8203,67.3183,10918957.38
Z009E0094,9,755.9573,92.9451,67.2498,10872476.02
Z009E0095,9,786.2337,86.0606,67.3765,10958568.31
Z009E0096,9,770.7545,96.3733,46.9623,2414827.857
Z009E0097,9,796.897,90.1918,64.3162,9019028.255
Z009E0098,9,779.4383,97.6931,63.7878,8712583.162
Z009E0099,9,810.1998,109.9258,64.4684,9108799.711
Z009E0100,9,756.675,113.934,69.0874,12172726.7
Z009E0101,9,725.0099,108.3888,70.9678,13622512.6
Z009E0102,9,907.9624,105.1294,68.3585,11643565.46
Z009E0103,9,792.5065,90.6797,72.8627,15212853.01
Z009E0104,9,848.8691,106.4197,69.6752,12612627.13
Z009E0105,9,796.8329,88.6464,64.6959,9244251.541
Z009E0106,9,758.684,104.9387,56.6374,5293996.583
Z009E0107,9,742.8549,96.2598,68.0297,11410682.79
Z009E0108,9,836.109,97.3652,69.2497,12293002.94
Z009E0109,9,839.4201,110.7348,53.5696,4192196.632
Z009E0110,9,827.7915,89.2387,67.0783,10756763.67
Z009E0111,9,852.3181,104.3593,70.6123,13338845.37
Z009E0112,9,803.1127,97.5364,67.5593,11083693.83
Z009E0113,9,752.4198,98.9788,72.4478,14853147.02
Z009E0114,9,753.3923,94.776,67.0525,10739437.69
Z009E0115,9,819.4609,101.1692,65.8662,9965447.401
Z009E0116,9,850.3697,98.5295,70.9643,13619697.62
Z009E0117,9,788.5508,96.8123,57.012,5442273.362
Z009E0118,9,815.1067,106.8977,70.3585,13139096.64
Z009E0119,9,748.3378,103.3257,66.4095,10314451.16
Z009E0120,9,903.0483,110.3144,67.0051,10707661.61
Z009E0121,9,844.231,101.7378,66.1201,10127408.9
Z009E0122,9,888.9123,94.8369,70.4397,13202754.13
Z009E0123,9,811.9011,102.8394,67.3147,10916510.8
Z009E0124,9,814.6097,88.0913,60.865,7157980.869
Z009E0125,9,814.3521,102.331,71.446,14011303.83
Z009E0126,9,822.7933,95.7945,68.0928,11455097.83
Z009E0127,9,840.3516,102.3708,73.4952,15773928.35
Z009E0128,9,803.1499,100.0012,63.531,8566547.225
Z009E0129,9,786.2231,97.1316,57.3761,5589403.696
Z009E0130,9,828.5268,105.5047,68.2207,11545528.21
Z009E0131,9,862.7096,102.2219,68.8826,12022235.85
Z009E0132,9,738.9931,101.2233,63.5834,8596193.347
Z009E0133,9,710.188,87.5131,68.1678,11508060.15
Z009E0134,9,839.6041,90.9869,66.4936,10369295.81
Z009E0135,9,761.7512,100.0608,63.7997,8719396.041
Z009E0136,9,835.0578,93.3882,65.4722,9718030.202
