sample,pop,leaf_length,leaf_width,upper_leaf_angle,leaf_angle_boxcox_transformed
Z013E0004,13,756.4132,96.6815,68.9165,12047047.84
Z013E0005,13,764.3281,99.9867,68.6878,11880411.67
Z013E0006,13,721.3838,95.9263,72.3894,14803040.66
Z013E0007,13,753.739,96.733,62.6598,8084960.365
Z013E0009,13,755.8557,84.2798,71.7262,14243005.99
Z013E0010,13,708.7305,101.491,73.4526,15735651.69
Z013E0011,13,733.8,96.4556,63.0871,8318515.238
Z013E0012,13,775.1227,97.8109,68.9181,12048219.87
Z013E0013,13,783.88,108.4105,67.6924,11175482.1
Z013E0014,13,736.396,101.8379,67.9346,11343991.33
Z013E0015,13,713.6773,96.1454,57.0346,5451319.063
Z013E0016,13,843.8524,90.5689,69.5152,12491706.24
Z013E0017,13,769.3483,85.3759,66.0014,10051443.31
Z013E0018,13,773.341,104.5035,72.1008,14557312.59
Z013E0019,13,768.1033,90.8794,71.8942,14383319.86
Z013E0020,13,725.8419,91.8886,64.9949,9424599.82
Z013E0021,13,639.7888,102.3321,65.1047,9491495.998
Z013E0022,13,809.056,100.4608,66.2678,10222543.33
Z013E0023,13,761.2674,90.1435,68.1976,11529155.51
Z013E0024,13,702.3457,88.3645,67.1308,10792085.74
Z013E0025,13,750.2685,109.6881,72.0548,14518434.76
Z013E0026,13,691.6939,104.4261,66.2579,10216145.49
Z013E0027,13,675.4122,99.5146,63.5624,8584302.904
Z013E0028,13,746.4892,87.1384,71.3417,13925793.49
Z013E0029,13,790.1714,92.34,71.6294,14162633.15
Z013E0030,13,802.0008,96.1937,60.4777,6969048.915
Z013E0031,13,669.0149,87.8838,67.6572,11151151.44
Z013E0032,13,643.5159,96.2049,61.0191,7234228.146
Z013E0033,13,796.2062,89.7384,54.8724,4636280.905
Z013E0034,13,725.6444,93.3309,67.0359,10728301.2
Z013E0035,13,857.6,103.2211,73.134,15451622.67
Z013E0036,13,764.9807,99.3268,65.7144,9869561.612
Z013E0037,13,747.085,99.1363,63.4523,8522167.793
Z013E0038,13,614.1166,98.5318,61.7361,7597159.428
Z013E0039,13,719.5959,97.2139,69.6236,12573533.23
Z013E0040,13,734.7766,89.8488,67.2521,10874034.26
Z013E0042,13,671.7104,90.6982,60.0501,6764893.617
Z013E0043,13,708.9988,108.1255,74.2389,16453646.78
Z013E0044,13,719.1022,102.1586,61.1744,7311693.203
Z013E0045,13,756.5995,103.0317,63.0859,8317852.231
Z013E0046,13,744.1076,107.6623,59.8513,6671543.515
Z013E0049,13,775.0741,102.258,64.3896,9062236.945
Z013E0050,13,776.9353,101.8788,69.2155,12267583.31
Z013E0051,13,739.0371,89.3372,65.1524,9520669.823
Z013E0052,13,706.124,104.1971,66.239,10203939.91
Z013E0053,13,783.1134,97.5568,61.844,7652953.656
Z013E0054,13,655.0616,98.3119,67.0104,10711211.07
Z013E0055,13,767.7504,94.4984,71.5749,14117534.12
Z013E0056,13,729.2262,92.2906,61.6606,7558303.539
Z013E0057,13,776.8136,91.8325,70.8588,13535053.83
Z013E0058,13,732.3506,106.7094,67.7681,11227943.76
Z013E0059,13,714.4763,82.8214,57.6091,5685133.683
Z013E0060,13,648.4403,86.7892,70.3223,13110792.74
Z013E0061,13,738.4075,95.6053,70.5615,13298680.32
Z013E0062,13,741.2719,96.443,56.6247,5289024.094
Z013E0063,13,646.3135,95.0735,69.0924,12176418.64
Z013E0065,13,767.0768,85.1673,70.7624,13458061.79
Z013E0066,13,758.6013,92.3621,63.6716,8646270.2
Z013E0067,13,793.1076,101.579,65.328,9628657.336
Z013E0068,13,766.7505,102.325,71.1536,13772584.75
Z013E0069,13,732.9508,100.5256,68.5476,11779130.01
Z013E0071,13,759.4245,93.0538,68.2775,11585861.89
Z013E0072,13,693.9162,94.645,66.6172,10450302.44
Z013E0073,13,724.689,106.5265,66.3641,10284936.13
Z013E0074,13,718.2923,92.5357,69.1779,12239682.8
Z013E0075,13,716.7697,88.857,70.9166,13581377.63
Z013E0076,13,666.7472,82.0402,57.2215,5526565.735
Z013E0077,13,721.0503,90.3805,64.7296,9264445.937
Z013E0078,13,727.6399,96.4266,73.719,15976181.46
Z013E0079,13,696.3514,98.9908,68.0068,11394596.33
Z013E0080,13,633.179,87.6943,66.4578,10345922.27
Z013E0081,13,750.7852,102.3926,57.1726,5506802.5
Z013E0082,13,773.5449,97.3161,61.0709,7259996.659
Z013E0083,13,685.6868,104.7478,74.8561,17034488.57
Z013E0084,13,740.6446,90.151,69.9366,12812096.6
Z013E0085,13,788.6062,91.2498,68.0365,11415462.88
Z013E0086,13,752.4407,93.5852,66.1994,10178402.29
Z013E0087,13,729.8247,92.3432,59.9089,6698489.063
Z013E0088,13,760.0422,97.8732,71.8843,14375022.3
Z013E0089,13,812.6963,104.4069,71.8422,14339777.43
Z013E0090,13,655.5284,91.642,52.5738,3875205.536
Z013E0091,13,736.519,102.8282,74.2198,16435915.88
Z013E0092,13,703.3589,83.2618,69.0118,12117008.4
Z013E0093,13,687.7275,103.2122,65.2858,9602621.206
Z013E0094,13,706.3013,103.0939,72.5011,14898990.25
Z013E0095,13,703.2929,95.8495,72.5251,14919667.75
Z013E0096,13,709.9343,94.1368,63.9367,8798122.524
Z013E0097,13,733.2607,97.33,66.4526,10342530.57
Z013E0098,13,774.2807,94.2994,69.2337,12281105.73
Z013E0099,13,634.9649,96.0072,59.8613,6676215.631
Z013E0100,13,778.2103,96.1731,65.6297,9816366.36
Z013E0101,13,712.606,87.7312,65.1248,9503781.061
Z013E0102,13,741.4963,88.0057,57.5164,5646898.815
Z013E0103,13,656.6081,111.3085,66.9933,10699762.25
Z013E0104,13,749.2411,94.0036,61.9542,7710258.657
Z013E0105,13,719.9768,96.8347,72.739,15104922.56
Z013E0107,13,714.7504,93.4559,64.0066,8838498.164
Z013E0108,13,668.6238,81.8993,63.5489,8576665.663
Z013E0109,13,735.3899,100.0736,68.5325,11768260.99
Z013E0110,13,747.5204,95.7945,65.7211,9873778.847
Z013E0111,13,746.3226,91.5605,62.775,8147428.708
Z013E0112,13,721.3157,86.3994,70.4088,13178502.18
Z013E0113,13,744.8739,95.8358,66.4981,10372236.67
Z013E0114,13,776.4229,89.7233,68.8799,12020261.35
Z013E0115,13,719.671,102.5541,55.1179,4723821.788
Z013E0116,13,783.8476,98.1606,62.122,7798142.949
Z013E0117,13,668.4604,103.9904,68.9621,12080484.72
Z013E0118,13,824.1753,108.5978,71.8913,14380888.88
Z013E0119,13,653.9565,93.2754,68.5146,11755386.42
Z013E0120,13,748.4597,109.1591,72.0632,14525528.28
Z013E0122,13,720.7946,94.0886,66.256,10214917.97
Z013E0123,13,737.6377,108.9914,74.5878,16780107.91
Z013E0124,13,660.4677,92.52,57.4086,5602682.39
Z013E0125,13,725.3061,88.5399,73.6073,15874990.42
Z013E0126,13,743.7715,85.8922,71.8211,14322137.9
Z013E0127,13,795.0776,97.0197,57.6779,5713637.987
Z013E0128,13,740.6309,103.4771,68.888,12026185.6
Z013E0129,13,766.9513,78.1965,68.7997,11961723.85
Z013E0130,13,710.8404,105.7524,67.3816,10962044.57
Z013E0131,13,721.4474,83.2459,64.0676,8873848.118
Z013E0132,13,728.2034,93.9197,67.6667,11157713.98
Z013E0133,13,699.0111,84.8157,61.3991,7424891.635
Z013E0134,13,715.5445,99.1375,65.3667,9652581.283
Z014E0001,14,770.3291,97.5998,76.0014,18153551.26
Z014E0002,14,736.8341,98.0762,77.6219,19831518.09
Z014E0003,14,800.8476,84.1839,76.9386,19110200.87
Z014E0004,14,750.6854,83.1797,75.126,17293337.94
Z014E0005,14,753.6479,99.7272,77.7361,19954064.9
Z014E0006,14,735.2611,79.4275,77.0494,19225786.38
Z014E0007,14,768.0726,95.4101,77.0438,19219931.78
Z014E0008,14,781.2975,88.1925,75.7145,17868121.09
Z014E0009,14,789.081,91.6738,76.8735,19042536.37
Z014E0010,14,771.2184,86.975,76.5234,18681767.22
Z014E0011,14,690.6898,85.9029,76.1337,18286336.79
Z014E0012,14,871.4263,108.3728,76.5409,18699675.97
Z014E0013,14,775.6653,96.1775,77.9992,20238588.8
Z014E0014,14,796.7238,97.1002,76.3008,18455105.38
Z014E0015,14,771.0024,105.4306,77.1169,19296462.16
Z014E0016,14,761.9417,99.1166,76.4123,18568376.63
Z014E0017,14,728.147,94.5031,74.8121,16992571.34
Z014E0018,14,745.1008,98.4884,77.4807,19680791.05
Z014E0019,14,740.7562,89.9987,73.6668,15928831.61
Z014E0020,14,750.1973,95.4276,71.9577,14436628.3
Z014E0021,14,765.7438,83.9109,66.518,10385249.41
Z014E0022,14,750.2785,90.5981,73.4484,15731881.77
Z014E0023,14,809.8027,96.3551,75.5309,17687263.2
Z014E0024,14,780.2412,80.3559,76.8934,19063200.9
Z014E0025,14,725.6448,86.0763,75.6673,17821492.2
Z014E0026,14,788.0012,91.0558,77.153,19334341.71
Z014E0027,14,678.1884,82.0334,74.4695,16668868.69
Z014E0028,14,705.4294,90.2523,74.6704,16858112.33
Z014E0029,14,797.4077,83.3403,77.4859,19686326.38
Z014E0030,14,833.1561,105.2,75.5328,17689127.65
Z014E0031,14,748.5534,87.2571,75.0863,17255076.78
Z014E0032,14,778.0721,82.0158,76.1417,18294389.79
Z014E0033,14,722.0699,87.0925,77.6033,19811613.02
Z014E0034,14,751.2845,96.6664,75.7389,17892262.25
Z014E0036,14,735.231,99.7073,76.3312,18485936
Z014E0038,14,678.0024,107.7119,75.5619,17717701.97
Z014E0039,14,725.1063,94.438,76.1282,18280801.92
Z014E0040,14,725.9253,92.6157,73.0571,15383655.73
Z014E0041,14,776.6934,109.4477,77.1636,19345474.98
Z014E0042,14,702.3075,87.0633,77.518,19720522.69
Z014E0043,14,748.1396,96.274,74.1864,16404944.97
Z014E0044,14,781.8804,95.3208,76.8949,19064759.22
Z014E0045,14,777.4549,93.7724,76.4117,18567765.69
Z014E0046,14,813.2839,94.9496,77.9888,20227283.65
Z014E0047,14,835.772,106.1157,74.4819,16680502.17
Z014E0048,14,802.4353,90.0883,75.9639,18116047.52
Z014E0049,14,736.6489,85.095,78.2191,20478755.69
Z014E0050,14,741.145,102.1208,75.9818,18133941.94
Z014E0051,14,755.9861,91.579,76.646,18807505.94
Z014E0052,14,791.7246,96.6017,77.4329,19629964.03
Z014E0053,14,744.3177,87.7289,75.068,17237461.75
Z014E0054,14,772.6869,96.1378,75.9326,18084789.59
Z014E0055,14,749.6459,95.2655,76.9318,19103124.44
Z014E0056,14,720.1544,87.3331,75.336,17496802.65
Z014E0057,14,788.4839,91.3486,75.49,17647164.59
Z014E0058,14,730.8429,98.4878,75.4013,17560440.41
Z014E0059,14,786.0866,88.0388,78.7785,21099496.6
Z014E0060,14,737.8835,91.4641,74.3409,16548582.07
Z014E0061,14,812.4293,83.5433,76.3039,18458247.5
Z014E0062,14,795.4948,89.9378,75.6839,17837880.77
Z014E0063,14,669.071,88.4775,74.2534,16467117.14
Z014E0064,14,793.3519,88.4968,76.5699,18729382.1
Z014E0065,14,683.5382,103.8226,74.1293,16352100.63
Z014E0066,14,754.0494,86.825,74.9605,17134261.7
Z014E0067,14,731.5587,79.8189,77.0976,19276233.97
Z014E0068,14,724.8721,94.1386,69.9064,12788929.66
Z014E0069,14,706.1693,87.6495,76.5207,18679005.31
Z014E0070,14,847.8866,85.7344,76.6529,18814601.69
Z014E0071,14,664.6418,82.8982,76.554,18713090.5
Z014E0072,14,781.1928,95.039,74.0408,16270452.75
Z014E0073,14,761.27,88.3033,72.5458,14937519.63
Z014E0074,14,723.8446,96.5443,77.569,19774946.24
Z014E0075,14,739.523,85.7704,79.4338,21844758.64
Z014E0076,14,756.8825,89.7474,78.6143,20915826.48
Z014E0077,14,826.454,96.2323,75.0075,17179323.68
Z014E0078,14,774.439,95.6552,76.0991,18251538.64
Z014E0079,14,782.8767,102.2806,73.9019,16142933.39
Z014E0080,14,805.5988,82.3515,75.6815,17835510.63
Z014E0081,14,762.0321,97.3824,74.0555,16283993.05
Z014E0082,14,750.8693,84.4068,73.8082,16057341.4
Z014E0083,14,752.1373,100.4154,73.1274,15445780.4
Z014E0084,14,702.1796,89.3919,75.4245,17583092.22
Z014E0085,14,774.2729,104.8187,73.5307,15805879.69
Z014E0086,14,771.5403,96.4765,78.3387,20610286.11
Z014E0087,14,758.3866,84.9145,78.8065,21130938.86
Z014E0088,14,854.7274,94.3811,75.7463,17899588.65
Z014E0089,14,733.6381,86.1573,77.1507,19331926.64
Z014E0090,14,827.6981,93.6995,75.2598,17422764.52
Z014E0091,14,746.0797,82.0388,72.7984,15156677.1
Z014E0092,14,738.4624,91.1873,73.7871,16038114.97
Z014E0093,14,752.335,92.8881,75.1737,17339394.54
Z014E0094,14,735.0387,90.3823,76.4159,18572042.62
Z014E0095,14,740.5451,106.5357,77.2226,19407532.4
Z014E0096,14,786.7984,86.6286,77.3445,19536229.32
Z014E0097,14,795.3434,89.8052,78.1463,20399007.21
Z014E0098,14,782.6592,99.3001,70.9824,13634259.85
Z014E0099,14,741.1692,90.9131,74.0759,16302797.9
Z014E0100,14,790.6515,93.9337,77.4081,19603632.94
Z014E0101,14,722.2506,81.3729,76.6362,18797431.42
Z014E0102,14,701.4483,89.6039,76.4626,18619648.57
Z014E0103,14,762.0077,97.2145,76.6239,18784792.69
Z014E0104,14,788.9651,88.4102,76.6807,18843211.02
Z014E0105,14,734.5025,104.2216,71.3644,13944370.16
Z014E0106,14,734.352,92.6316,76.5149,18673073.39
Z014E0107,14,756.3699,101.0439,77.852,20079024.6
Z014E0108,14,714.2763,93.1619,76.1367,18289356.35
Z014E0109,14,732.5941,101.5771,77.4918,19692608.3
Z014E0110,14,855.0425,86.9966,75.7196,17873164.94
Z014E0111,14,743.2256,92.0416,76.7161,18879689.52
Z014E0112,14,661.3567,84.1577,74.5884,16780673.53
Z014E0113,14,708.5454,103.9828,74.6314,16821247.83
Z014E0114,14,745.1724,97.4242,73.9708,16206092.65
Z014E0115,14,715.8439,95.2897,74.5593,16753257.42
Z014E0116,14,769.8934,93.7653,76.4194,18575607.3
Z014E0117,14,733.3921,82.9799,71.7129,14231942.5
Z014E0118,14,793.1021,86.7006,76.1641,18316952.56
Z014E0119,14,737.2741,85.6037,74.6463,16835324.71
Z014E0120,14,730.8604,90.4313,77.0846,19262617.86
Z014E0121,14,765.4693,85.5617,75.0959,17264322.94
Z014E0122,14,766.426,95.5609,77.8476,20074269.81
Z014E0123,14,790.1986,99.925,75.7576,17910780.67
Z014E0124,14,765.5954,93.7847,75.585,17740409.68
Z014E0125,14,754.8809,89.5655,72.4617,14865092.01
Z014E0126,14,731.8614,89.3209,72.0901,14548262.2
Z014E0127,14,816.1696,85.7916,76.7019,18865050.45
Z014E0128,14,753.2075,93.6354,76.5344,18693022.62
Z014E0129,14,712.0565,84.3739,78.0568,20301289.05
Z014E0130,14,746.7347,99.1795,75.6654,17819617.14
Z014E0131,14,689.9666,88.7,73.0614,15387450.2
Z014E0132,14,754.8609,95.0163,77.558,19763198.17
Z014E0133,14,708.3875,88.9909,72.7935,15152402.68
Z014E0134,14,733.3661,89.7019,75.7297,17883156.93
Z014E0135,14,757.8819,81.74,76.8923,19062058.2
Z014E0136,14,689.6965,91.2376,73.9111,16151355.99
Z014E0137,14,711.3017,81.4266,75.9461,18098266.41
Z014E0138,14,815.8277,85.8534,75.3246,17485710.87
Z014E0139,14,747.8515,93.1967,76.0651,18217393.07
Z014E0140,14,813.5861,94.5129,76.6491,18810693.64
Z014E0142,14,796.6457,83.3018,75.5106,17667352.3
Z014E0143,14,687.4581,83.7052,73.6211,15887465.6
Z014E0144,14,818.2983,92.7059,76.0544,18206657.32
Z014E0145,14,758.3041,91.1923,76.5334,18691999.19
Z014E0146,14,782.391,96.5823,75.3706,17530499.99
Z014E0147,14,805.4687,98.3859,74.2177,16433967.29
Z014E0148,14,718.2024,93.8408,77.0105,19185145.81
Z014E0149,14,740.4249,90.1423,72.8218,15177102.28
Z014E0150,14,742.4763,94.0768,76.9947,19168657.54
Z014E0151,14,852.7388,95.0891,75.3244,17485516.33
Z014E0152,14,798.2156,90.3518,73.2904,15590559.67
Z014E0153,14,735.9253,91.66,74.7355,16919784.69
Z014E0154,14,773.8679,90.6322,74.3549,16561644.88
Z014E0155,14,719.7945,82.0785,77.4139,19609788.61
Z014E0156,14,710.2419,97.4946,78.1508,20403929.85
Z014E0157,14,730.2625,94.298,77.2236,19408585.52
Z014E0158,14,715.036,88.6712,75.9573,18109452.97
Z014E0159,14,711.3989,84.7266,76.6715,18833739.52
Z014E0160,14,805.4625,86.793,77.7316,19949225.12
Z014E0161,14,793.2631,85.995,78.2741,20539162.47
Z014E0162,14,722.8122,94.4026,78.8716,21204180.01
Z014E0163,14,790.5905,93.9282,75.6818,17835806.89
Z014E0164,14,815.6029,86.0499,76.7945,18960669.46
Z014E0165,14,729.7494,88.5862,77.0395,19215437.2
Z014E0166,14,784.4048,86.2171,77.2878,19476287.27
Z014E0167,14,668.5161,92.9837,75.3549,17515203.46
Z014E0168,14,749.8995,89.7001,76.2691,18422998.07
Z014E0169,14,729.5376,96.6189,76.5354,18694046.09
Z014E0170,14,728.4096,81.3887,72.0669,14528653.65
Z014E0172,14,754.0984,94.6287,78.7365,21052400.02
Z014E0173,14,759.3717,105.4427,76.9642,19136859.42
Z014E0174,14,724.3584,92.207,73.7149,15972458.54
Z014E0175,14,703.3152,90.0148,73.6201,15886561.35
Z014E0176,14,714.6401,85.4061,70.1899,13007667.61
Z014E0177,14,780.7199,91.5584,77.0054,19179822.47
Z014E0178,14,747.903,100.6153,76.2857,18439806.05
Z014E0179,14,824.6625,90.6403,74.6869,16873727.36
Z014E0180,14,670.2303,91.685,71.9014,14389356.74
Z014E0181,14,685.776,85.3893,75.4027,17561806.7
Z014E0182,14,758.8488,92.305,76.8546,19022926.04
Z014E0183,14,743.9708,86.1443,77.3071,19496675.09
Z014E0184,14,786.8457,85.2773,75.4569,17614763.86
Z014E0185,14,768.6972,92.294,75.6248,17779585.76
Z014E0186,14,782.159,91.7095,76.2533,18407010.94
Z014E0187,14,704.3316,94.6164,74.4101,16613226.18
Z014E0188,14,737.3627,99.9855,75.5629,17718684.53
Z014E0189,14,826.0374,94.0567,77.9549,20190466.6
Z014E0190,14,747.953,81.9932,76.6842,18846815.26
Z014E0191,14,740.7231,79.8342,77.49,19690691.62
Z014E0192,14,763.203,83.7426,76.9235,19094489.75
Z014E0193,14,794.1943,91.2299,76.8639,19032573.65
Z014E0194,14,773.6828,87.2884,75.6128,17767766.95
Z014E0195,14,639.733,100.1503,73.1393,15456315.4
Z014E0196,14,805.222,86.8524,73.9432,16180769.73
Z014E0197,14,717.2829,94.4376,73.8804,16123263.18
Z014E0198,14,832.5478,87.5427,77.2022,19386058.14
Z014E0199,14,738.0049,94.3398,75.9052,18057460.14
Z014E0200,14,817.8703,82.4225,76.3923,18548020.07
Z015E0001,15,702.4969,93.7805,58.864,6222377.561
Z015E0002,15,748.1852,106.9349,64.5769,9173209.951
Z015E0003,15,815.1547,100.6854,61.9553,7710832.309
Z015E0004,15,769.936,90.9697,57.2643,5543907.894
Z015E0005,15,760.0482,82.5994,61.4893,7470705.55
Z015E0006,15,742.4304,94.8375,47.5641,2547171.719
Z015E0007,15,742.6415,96.8077,68.4819,11731894.63
Z015E0008,15,836.3539,95.6764,73.8365,16083156.04
Z015E0009,15,826.5538,106.1226,65.3921,9668307.886
Z015E0010,15,793.1025,98.2865,75.027,17198046.06
Z015E0011,15,661.7371,84.9931,61.8792,7671222.606
Z015E0012,15,726.9509,96.1312,60.108,6792267.654
Z015E0013,15,766.3898,103.2483,69.8968,12781572.02
Z015E0014,15,755.2723,100.6796,70.3039,13096424.04
Z015E0015,15,754.598,102.5197,60.9858,7217699.484
Z015E0016,15,744.0626,106.1273,69.2147,12266989.18
Z015E0017,15,728.6505,89.3744,76.918,19088769.6
Z015E0019,15,658.4104,90.8165,71.0173,13662371.87
Z015E0020,15,761.818,96.8411,67.721,11195280.51
Z015E0021,15,736.3723,84.8072,55.9662,5036031.368
Z015E0022,15,700.1649,94.4103,72.7277,15095092.25
Z015E0023,15,824.1099,101.446,65.3416,9637059.567
Z015E0024,15,805.6369,87.7625,68.6049,11820444.25
Z015E0027,15,728.1874,102.8816,71.5249,14076255.11
Z015E0028,15,652.7536,106.08,62.5787,8041202.295
Z015E0029,15,751.8835,88.3182,56.8304,5370001.719
Z015E0030,15,690.6097,93.3583,67.6021,11113146.66
Z015E0032,15,740.8386,93.7873,67.8926,11314632.35
Z015E0033,15,713.4793,88.1606,66.597,10437030.67
Z015E0034,15,757.5325,103.5951,68.993,12103182.73
Z015E0035,15,799.8038,106.848,66.6414,10466219.2
Z015E0036,15,747.9185,91.7786,57.1312,5490112.537
Z015E0037,15,828.5067,110.483,66.9503,10671013.98
Z015E0038,15,730.2872,82.7979,68.6194,11830916.46
Z015E0039,15,745.2433,93.4327,70.0552,12903385.96
Z015E0040,15,792.8126,94.842,51.4964,3553149.413
Z015E0041,15,796.62,92.4511,56.0532,5068916.819
Z015E0042,15,748.6783,88.5161,66.186,10169771.81
Z015E0043,15,755.0119,97.1307,68.4005,11673571.83
Z015E0044,15,762.2312,103.6754,64.2421,8975566.776
Z015E0045,15,820.1531,110.8685,62.2589,7870406.746
Z015E0046,15,787.3807,103.1359,57.5439,5658220.925
Z015E0047,15,819.5062,107.6877,65.7416,9886690.851
Z015E0048,15,790.9116,112.0729,60.9053,7177861.573
Z015E0049,15,732.3485,97.9158,55.8231,4982294.081
Z015E0050,15,741.031,92.7582,64.279,8997189.557
Z015E0051,15,829.1677,102.3007,59.6294,6568508.204
Z015E0052,15,770.8127,95.8598,67.3697,10953934.59
Z015E0053,15,735.5347,85.6545,67.7872,11241210.02
Z015E0054,15,812.3695,102.1649,64.126,8907792.113
Z015E0055,15,786.3199,91.8725,59.3168,6425418.823
Z015E0056,15,773.967,104.5209,73.2528,15557071.45
Z015E0057,15,835.7536,93.8928,54.4539,4489904.819
Z015E0058,15,735.8677,83.6137,56.0661,5073806.821
Z015E0059,15,742.899,90.5086,62.0754,7773660.373
Z015E0060,15,818.6348,111.3578,72.139,14589658.3
Z015E0061,15,766.1342,108.0699,68.9702,12086431.54
Z015E0062,15,762.8251,92.4534,54.7649,4598339.622
Z015E0063,15,737.7701,87.7604,64.745,9273685.41
Z015E0064,15,797.8307,94.7111,68.0997,11459962.6
Z015E0065,15,767.6183,97.0365,63.248,8407778.546
Z015E0066,15,828.733,94.36,76.929,19100211.2
Z015E0067,15,814.6262,103.9943,64.8124,9314205.674
Z015E0068,15,765.3071,108.7648,65.0773,9474768.675
Z015E0069,15,764.0383,108.1125,66.6224,10453721.02
Z015E0070,15,699.9745,82.4618,64.7878,9299400.79
Z015E0071,15,682.3084,96.7763,67.8833,11308139.27
Z015E0072,15,705.2011,98.8706,65.0646,9467023.116
Z015E0073,15,679.1513,82.9065,68.1679,11508130.89
Z015E0074,15,772.7585,108.0128,73.2831,15584053.68
Z015E0075,15,748.3037,100.7478,66.4389,10333598.79
Z015E0076,15,699.6587,93.2044,67.9076,11325111.05
Z015E0077,15,707.1468,107.7306,68.9527,12073586.25
Z015E0078,15,785.6708,96.7726,64.7835,9296814.785
Z015E0079,15,758.9883,100.3469,69.7809,12692997.93
Z015E0080,15,760.1256,96.045,68.3311,11624021.55
Z015E0081,15,795.8002,95.4823,66.1597,10152849.07
Z015E0082,15,741.7252,88.3814,77.3873,19581569.54
Z015E0083,15,901.657,106.6567,71.7286,14245003.1
Z015E0084,15,717.1918,98.22,61.4525,7451988.371
Z015E0085,15,715.9953,86.8903,57.0351,5451519.319
Z015E0086,15,826.2817,113.3567,61.0414,7245312.99
Z015E0088,15,740.243,92.5507,71.0238,13667612.51
Z015E0089,15,820.9597,110.073,66.0714,10096189.2
Z015E0090,15,837.4997,94.1903,71.4544,14018207.92
Z015E0091,15,776.066,105.4755,74.5241,16720139.87
Z015E0092,15,779.0068,99.1285,60.6705,7062619.303
Z015E0093,15,715.1178,93.2703,59.6532,6579500.917
Z015E0094,15,752.7979,93.1227,68.4385,11700771.15
Z015E0095,15,818.1772,94.8712,66.6808,10492172.74
Z015E0096,15,776.5034,88.7042,63.0872,8318570.491
Z015E0097,15,733.2824,107.0963,57.3799,5590955.044
Z015E0099,15,765.8923,103.7538,63.4153,8501363.853
Z015E0100,15,750.288,106.4103,71.6058,14143090.59
Z015E0101,15,751.7276,101.7076,66.8545,10607176.99
Z015E0103,15,755.3614,95.3924,66.5795,10425543.23
Z015E0104,15,780.4456,94.3559,72.9519,15291045.21
Z015E0105,15,682.1768,88.3742,60.1409,6807859.685
Z015E0106,15,785.4518,100.5432,74.9803,17153234.27
Z015E0107,15,732.2736,95.5984,72.2588,14691453.49
Z015E0109,15,714.4038,102.8923,68.3223,11617749.97
Z015E0110,15,787.6772,99.7834,64.0068,8838613.89
Z015E0111,15,706.4406,99.1855,69.455,12446439.04
Z015E0113,15,777.1361,84.2591,65.0752,9473487.58
Z015E0114,15,811.7094,90.3478,47.4025,2511104.618
Z015E0116,15,774.8488,89.4619,62.613,8059687.037
Z015E0118,15,710.2668,87.5413,69.8314,12731533.83
Z015E0119,15,807.1609,101.6543,62.5164,8007710.54
Z015E0120,15,726.82,88.4361,64.6303,9205037.511
Z015E0123,15,727.8219,93.2864,64.8994,9366708.411
Z015E0124,15,787.7778,103.4693,61.9544,7710362.955
Z015E0125,15,722.4881,99.8322,60.6883,7071306.039
Z015E0126,15,715.9991,97.3768,72.9853,15320402.05
Z015E0127,15,695.736,89.8887,64.4001,9068430.887
Z015E0128,15,698.6892,89.5117,56.9484,5416878.64
Z015E0129,15,815.0448,99.022,64.3298,9027022.361
Z015E0130,15,840.4361,113.6569,70.4619,13220198.83
Z015E0131,15,779.9937,93.0101,71.94,14421754
Z015E0132,15,661.936,88.6388,62.5506,8026082.886
Z015E0133,15,714.2093,95.4148,68.915,12045949.14
Z015E0134,15,662.8769,104.845,59.5963,6553243.272
Z015E0135,15,680.2016,84.8128,60.1012,6789048.378
Z015E0136,15,733.8784,99.0207,73.158,15472881.46
Z015E0137,15,685.9377,102.1105,70.2314,13039924.88
Z015E0138,15,782.241,104.6951,67.8497,11284704.01
Z015E0139,15,800.9517,91.3612,58.6454,6126121.396
Z015E0140,15,792.7818,100.6423,67.0039,10706858.08
Z015E0141,15,666.7793,104.5861,57.6716,5711023.338
Z015E0142,15,729.5487,100.9752,65.3984,9672211.597
Z015E0143,15,687.7875,80.0882,62.9842,8261808.368
Z015E0144,15,752.0358,94.7671,65.1064,9492534.565
Z015E0145,15,638.5165,95.1024,,
Z015E0146,15,692.5563,97.6518,49.3781,2979695.872
Z015E0147,15,750.159,101.0554,66.8147,10580741.65
Z015E0148,15,765.721,98.6322,75.5674,17723106.56
Z015E0149,15,775.6056,94.8963,67.6099,11118520.65
Z015E0150,15,775.076,98.6436,71.7092,14228865.85
Z015E0151,15,740.494,99.0998,71.9247,14408905.96
Z015E0152,15,758.7886,111.7737,68.8989,12034161.24
Z015E0153,15,814.8878,100.8967,62.2041,7841419.189
Z015E0154,15,689.5584,80.0706,69.5327,12504888.79
Z015E0155,15,794.4302,93.3259,59.0291,6295835.963
Z015E0156,15,744.1804,95.5002,63.0798,8314482.564
Z015E0157,15,789.7744,90.3678,59.8322,6662626.692
Z015E0158,15,752.7543,93.5467,66.0008,10051060.43
Z015E0159,15,677.6005,90.1309,61.9133,7688952.297
Z015E0160,15,759.6206,97.5798,63.25,8408892.665
Z015E0161,15,751.307,93.9026,68.8195,11976155.53
Z015E0162,15,738.2264,91.1252,71.4376,14004402.33
Z015E0163,15,775.1768,88.5129,64.7692,9288218.754
Z015E0164,15,736.9365,84.9999,59.8962,6692540.837
